    1   -851.18  -25.5176    0.0287
    2    -27.74   -0.8315    0.0000
    3      0.09    0.0027    0.0000
    4     19.57    0.5867    0.0000
    5     80.45    2.4119    0.0000
    6    591.78   17.7410    0.0449
    7    622.35   18.6577    0.4203
    8   1323.43   39.6755    0.0028
    9   2354.53   70.5871   13.0956
 
