    1     -0.00   -0.0000    0.0000
    2     -0.00   -0.0000    0.0000
    3     -0.00   -0.0000    0.0000
    4      0.00    0.0000    0.0000
    5      0.00    0.0000    0.0000
    6      0.00    0.0000    0.0000
    7     41.41    1.2416    0.0000
    8    103.58    3.1052    0.0000
    9    158.84    4.7619    0.0000
   10    214.77    6.4387    0.0000
   11    276.08    8.2767    0.0000
   12    337.58   10.1204    0.0000
 
